time,magnitude,latitude,longitude,depth_km
2003-09-26T02:35:13.020Z,5.6,41.996,144.448,33.0
2003-09-26T03:29:05.440Z,5.2,41.649,143.748,33.0
2003-09-26T03:51:35.650Z,5.3,42.083,144.738,33.0
2003-09-26T06:26:57.150Z,5.9,42.156,144.67,33.0
2003-09-26T20:38:22.100Z,6.0,41.988,144.576,33.0
2003-09-27T08:06:20.190Z,5.3,42.74,144.254,52.2
2003-09-27T16:07:38.950Z,5.0,42.235,144.367,33.0
2003-09-27T22:12:01.240Z,5.7,28.827,128.393,10.0
2003-09-27T22:23:19.850Z,5.3,42.242,142.847,33.0
2003-09-27T23:04:39.430Z,5.0,42.127,144.564,33.0
2003-09-28T00:23:06.890Z,5.2,42.247,143.269,33.0
2003-09-28T04:17:54.050Z,5.6,42.62,144.716,33.0
2003-09-28T16:50:57.790Z,5.4,41.885,145.165,30.4
2003-09-28T21:29:43.210Z,5.1,42.1,144.712,33.8
2003-09-29T02:36:53.140Z,6.5,42.45,144.38,25.0
2003-09-29T07:49:56.890Z,5.4,42.391,143.937,33.0
2003-09-29T14:22:14.540Z,5.5,42.045,144.367,33.0
2003-09-29T21:22:11.700Z,5.6,41.4,144.151,33.0
2003-09-29T22:09:18.340Z,5.3,41.388,144.185,33.0
2003-09-29T23:24:25.390Z,5.0,41.948,144.66,33.0
2003-09-30T03:22:56.990Z,5.1,37.823,137.901,33.0
2003-10-01T01:30:24.370Z,5.1,41.95,144.727,33.0
2003-10-01T16:23:29.280Z,5.4,42.009,144.4,33.0
2003-10-01T23:04:53.030Z,5.3,41.373,143.464,33.0
2003-10-03T04:45:18.910Z,5.2,41.874,143.447,33.0
2003-10-04T03:10:32.090Z,5.1,42.197,144.939,33.0
2003-10-06T19:26:15.710Z,5.5,42.227,144.638,33.0
2003-10-07T06:11:07.340Z,5.0,29.153,130.588,33.0
2003-10-07T08:00:31.330Z,5.1,42.273,144.989,33.0
2003-10-07T17:40:52.020Z,5.2,42.462,144.658,33.0
2003-10-08T09:06:55.340Z,6.7,42.648,144.57,32.0
2003-10-08T13:32:09.520Z,5.9,42.227,144.72,33.0
2003-10-08T23:15:17.490Z,5.8,42.21,144.689,33.0
2003-10-09T06:52:57.440Z,5.6,41.471,143.508,33.0
2003-10-10T12:58:20.170Z,5.1,42.067,144.747,33.0
2003-10-11T00:08:49.140Z,5.8,41.924,144.358,33.0
2003-10-11T00:36:00.640Z,5.3,41.85,144.396,33.0
2003-10-11T01:11:31.180Z,5.7,43.973,148.206,51.2
2003-10-11T18:26:18.600Z,5.6,41.746,143.683,33.0
2003-10-14T12:39:22.030Z,5.3,41.616,144.165,33.0
2003-10-15T07:30:35.940Z,5.2,35.457,139.871,77.7
2003-10-17T22:50:09.740Z,5.1,41.6,144.081,33.0
2003-10-19T23:27:27.360Z,5.1,43.021,145.093,83.9
2003-10-28T21:48:21.010Z,5.9,43.844,147.75,65.4
2003-10-31T01:06:28.280Z,7.0,37.812,142.619,10.0
2003-10-31T14:15:09.650Z,5.2,38.602,139.829,153.2
2003-10-31T19:32:45.260Z,5.0,41.406,142.558,33.0
2003-11-01T00:26:56.840Z,5.0,37.793,143.164,10.0
2003-11-01T13:10:07.660Z,5.9,37.742,143.083,10.0
2003-11-01T23:44:13.530Z,5.1,42.166,144.293,33.0
2003-11-02T02:58:14.130Z,5.3,37.734,143.066,10.0
2003-11-03T07:11:33.950Z,5.4,37.435,142.313,10.0
2003-11-03T20:34:06.380Z,5.2,25.14,127.967,33.0
2003-11-08T01:57:37.230Z,5.0,38.153,143.235,10.0
2003-11-09T08:25:50.940Z,5.0,29.469,130.601,33.0
2003-11-10T08:11:20.400Z,5.0,37.917,143.517,10.0
2003-11-12T08:26:43.740Z,6.4,33.171,137.072,384.9
2003-11-13T22:39:20.580Z,5.0,41.857,142.117,74.4
2003-11-14T18:43:51.140Z,5.7,36.396,141.072,41.1
2003-11-16T07:44:48.250Z,5.1,37.932,142.879,10.0
2003-11-20T03:17:04.020Z,5.0,41.599,144.088,33.0
2003-11-22T22:00:20.780Z,5.2,35.434,140.912,38.7
2003-11-23T08:56:53.680Z,5.1,37.698,143.24,10.0
2003-11-24T12:18:12.780Z,5.3,42.346,143.007,33.0
2003-12-03T14:11:14.020Z,5.9,42.36,144.732,33.0
2003-12-05T02:02:30.200Z,5.3,27.318,130.177,33.0
2003-12-08T07:20:14.660Z,5.1,41.16,141.957,66.4
2003-12-08T14:12:23.740Z,5.0,27.304,130.122,33.0
2003-12-12T01:46:13.100Z,5.2,42.496,142.948,33.0
2003-12-18T21:26:36.680Z,5.0,43.008,146.387,33.0
2003-12-22T08:47:07.350Z,5.6,42.279,144.598,37.5
2003-12-23T23:01:15.020Z,5.4,26.292,125.819,33.0
2003-12-23T23:15:27.910Z,5.7,26.317,125.775,36.3
2003-12-23T23:54:47.670Z,5.3,26.324,125.884,33.0
2003-12-26T21:35:39.550Z,5.1,42.34,144.283,33.0
2003-12-28T04:45:48.370Z,5.2,30.015,131.002,31.9
2003-12-29T01:30:54.700Z,6.1,42.423,144.613,33.0
2003-12-30T07:35:57.420Z,5.4,43.045,146.898,48.0
2004-01-02T04:41:52.000Z,5.0,42.356,144.66,39.2
2004-01-06T05:50:52.450Z,5.3,34.154,136.671,33.2
2004-01-12T20:12:14.060Z,5.0,42.224,143.286,44.8
2004-01-15T00:10:30.210Z,5.1,44.058,145.91,101.3
2004-01-18T18:16:23.580Z,5.0,42.828,144.945,42.4
2004-01-23T09:01:31.290Z,5.3,37.264,140.993,64.3
2004-01-27T04:20:01.070Z,5.2,32.571,140.332,79.0
2004-01-27T17:02:45.780Z,5.2,44.549,148.976,15.6
2004-01-31T14:49:06.470Z,5.5,30.052,142.434,10.0
2004-02-04T06:08:26.120Z,5.2,40.155,141.687,62.2
2004-02-08T10:30:19.840Z,5.0,43.014,145.826,58.9
2004-02-10T22:08:36.470Z,5.1,43.228,147.526,45.7
2004-02-17T07:46:27.260Z,5.5,43.144,145.816,40.3
2004-02-26T04:33:09.680Z,5.3,24.12,123.093,58.1
2004-03-02T19:38:00.110Z,5.2,42.931,146.288,37.1
2004-03-11T02:35:00.000Z,5.4,36.297,140.886,48.9
2004-03-17T04:55:25.890Z,5.0,43.871,146.423,71.7
2004-03-18T07:04:35.440Z,5.1,42.298,144.531,38.3
2004-03-18T19:25:41.760Z,5.0,42.139,143.882,48.8
2004-03-26T15:20:06.620Z,5.8,41.863,144.209,22.4
2004-03-26T16:26:38.080Z,5.0,41.81,144.303,12.8
2004-04-03T23:02:00.870Z,6.0,36.428,141.008,31.0
2004-04-07T13:47:02.650Z,5.1,34.248,140.314,50.4
2004-04-11T18:06:12.480Z,6.1,42.918,144.836,41.8
2004-04-21T03:20:54.190Z,5.2,31.614,131.482,32.6
2004-05-04T03:28:58.370Z,5.1,45.845,149.282,151.7
2004-05-06T13:40:18.170Z,5.4,42.491,145.021,28.4
2004-05-06T13:43:12.890Z,5.5,42.525,145.021,28.6
2004-05-16T07:21:03.600Z,5.1,34.158,141.42,45.6
2004-05-19T21:04:14.750Z,5.0,27.338,128.321,60.1
2004-05-20T14:43:14.040Z,5.6,43.125,136.413,313.1
2004-05-29T03:47:10.770Z,5.8,37.752,141.881,29.3
2004-05-29T10:14:28.440Z,5.3,36.634,129.928,29.2
2004-05-29T20:56:09.600Z,6.5,34.251,141.406,16.0
2004-05-31T02:19:31.910Z,5.0,25.443,126.51,45.6
2004-06-01T03:08:48.200Z,5.3,34.494,141.391,17.6
2004-06-09T08:27:09.710Z,5.1,34.285,141.519,40.9
2004-06-10T18:12:09.290Z,5.8,42.395,142.958,49.9
2004-06-16T01:42:44.920Z,5.0,34.179,141.613,10.0
2004-06-20T05:39:02.970Z,5.1,33.416,140.629,64.1
2004-07-02T18:59:33.010Z,5.1,40.961,143.063,45.3
2004-07-04T12:31:15.080Z,5.0,42.13,142.368,70.8
2004-07-06T07:32:02.120Z,5.2,24.864,122.243,10.0
2004-07-17T06:10:18.070Z,5.6,34.746,140.218,46.1
2004-07-19T20:58:39.990Z,5.1,42.554,142.947,108.4
2004-07-21T00:11:29.780Z,5.4,40.972,143.083,30.4
2004-07-21T00:38:22.460Z,5.4,40.979,142.988,32.2
2004-07-22T09:45:14.900Z,6.1,26.489,128.894,20.9
2004-07-24T18:54:58.270Z,5.5,26.488,128.754,30.8
2004-08-10T06:13:33.240Z,5.7,39.633,141.956,69.7
2004-08-17T03:01:50.550Z,5.1,41.482,143.4,36.0
2004-08-20T20:33:04.150Z,5.3,35.05,141.115,27.0
2004-08-20T21:19:58.660Z,5.1,35.055,141.117,35.2
2004-09-01T02:49:28.610Z,5.7,36.959,141.607,34.9
2004-09-01T11:07:24.080Z,5.2,28.778,130.098,51.4
2004-09-05T10:07:07.820Z,7.2,33.07,136.618,14.0
2004-09-05T10:17:33.270Z,5.1,32.941,136.833,10.0
2004-09-05T13:25:45.090Z,5.1,33.286,136.403,10.0
2004-09-05T14:57:18.610Z,7.4,33.184,137.071,10.0
2004-09-05T14:57:32.270Z,6.51,33.202,137.101,15.0
2004-09-05T20:30:59.810Z,5.7,33.247,136.804,10.0
2004-09-06T23:29:35.090Z,6.6,33.205,137.227,10.0
2004-09-07T06:10:02.680Z,5.1,33.166,137.16,10.0
2004-09-07T18:36:20.270Z,5.6,33.237,137.092,10.0
2004-09-08T14:40:10.420Z,5.4,32.947,137.253,23.9
2004-09-08T14:58:25.830Z,6.1,33.14,137.2,21.2
2004-09-10T02:05:57.830Z,5.6,33.059,136.497,10.0
2004-09-10T04:22:10.110Z,5.0,42.392,142.954,51.8
2004-09-23T01:55:23.890Z,5.3,25.075,127.147,20.8
2004-09-28T10:41:50.500Z,5.3,32.426,141.202,43.6
2004-09-28T10:43:43.210Z,5.2,32.41,141.312,47.0
2004-10-02T15:22:11.420Z,5.0,27.934,127.906,40.5
2004-10-02T18:14:01.460Z,5.1,28.07,128.081,58.9
2004-10-06T11:34:00.320Z,5.1,27.972,128.014,37.1
2004-10-06T14:40:39.920Z,5.8,35.95,139.919,64.0
2004-10-07T19:26:43.550Z,5.2,42.411,143.037,48.4
2004-10-11T05:09:36.420Z,5.3,31.168,135.404,502.2
2004-10-13T19:22:48.400Z,5.2,24.987,141.016,175.1
2004-10-15T04:08:50.240Z,6.7,24.53,122.694,94.0
2004-10-16T17:19:19.830Z,5.4,36.189,141.343,33.6
2004-10-16T18:54:43.560Z,5.8,36.237,141.305,47.0
2004-10-19T00:46:39.960Z,5.1,30.575,138.469,408.7
2004-10-23T08:56:00.860Z,6.6,37.226,138.779,16.0
2004-10-23T08:59:37.350Z,5.7,37.268,138.866,10.0
2004-10-23T09:03:12.530Z,6.1,37.318,138.816,10.5
2004-10-23T09:07:31.290Z,5.4,37.285,138.772,10.0
2004-10-23T09:11:57.420Z,5.8,37.239,138.608,18.0
2004-10-23T09:34:04.990Z,6.3,37.318,138.808,10.0
2004-10-23T09:57:26.420Z,5.6,37.193,138.745,10.0
2004-10-23T10:36:45.810Z,5.7,37.225,138.64,10.0
2004-10-23T10:45:57.000Z,5.7,37.305,138.655,10.0
2004-10-23T12:44:28.390Z,5.2,37.24,138.897,10.8
2004-10-23T14:34:45.960Z,5.2,37.286,138.732,14.5
2004-10-24T15:28:08.840Z,5.2,37.187,138.676,13.2
2004-10-24T21:04:57.060Z,5.7,37.308,138.701,11.0
2004-10-27T01:40:50.260Z,6.0,37.284,138.885,14.1
2004-10-28T04:54:29.080Z,5.0,29.577,140.543,124.6
2004-11-02T08:45:56.280Z,5.7,28.702,143.214,10.0
2004-11-02T13:04:24.360Z,5.2,38.837,142.77,23.1
2004-11-03T23:57:28.180Z,5.3,37.434,138.752,10.0
2004-11-04T14:03:11.670Z,5.9,43.62,146.812,61.8
2004-11-05T17:53:21.400Z,5.1,37.338,138.884,10.0
2004-11-08T02:15:58.840Z,5.5,37.396,138.862,10.0
2004-11-08T02:27:10.430Z,5.0,37.327,138.836,10.0
2004-11-08T10:03:07.470Z,5.0,26.884,140.797,52.5
2004-11-08T15:07:24.500Z,5.6,33.721,138.403,10.0
2004-11-08T15:55:01.150Z,6.3,24.104,122.542,29.0
2004-11-08T19:38:10.910Z,5.2,24.079,122.55,28.2
2004-11-09T18:43:08.400Z,5.1,37.368,138.825,10.3
2004-11-10T14:48:06.920Z,5.1,24.076,122.344,56.8
2004-11-11T02:16:45.290Z,5.7,24.41,122.226,49.9
2004-11-11T10:02:47.330Z,6.1,42.139,144.344,32.8
2004-11-14T17:37:42.630Z,5.2,41.693,144.054,16.6
2004-11-14T17:57:39.140Z,5.0,41.7,144.054,20.0
2004-11-14T18:44:14.220Z,5.5,41.715,144.049,25.0
2004-11-22T14:57:37.560Z,5.1,41.803,143.983,26.7
2004-11-25T23:11:30.920Z,5.0,32.585,142.282,47.7
2004-11-26T22:42:37.320Z,5.7,42.377,142.899,58.0
2004-11-28T18:32:14.130Z,7.0,43.006,145.119,39.0
2004-11-28T18:36:41.830Z,5.9,42.984,145.083,39.5
2004-11-29T08:00:22.170Z,5.0,43.006,145.292,41.5
2004-12-06T14:15:11.890Z,6.8,42.9,145.228,35.0
2004-12-12T05:28:45.970Z,5.0,31.756,128.865,10.0
2004-12-13T17:27:03.000Z,5.1,31.822,129.322,16.3
2004-12-14T05:56:10.040Z,5.8,44.119,141.793,10.0
2004-12-16T00:10:03.400Z,5.1,24.129,122.374,35.9
2004-12-19T05:22:49.910Z,5.2,36.382,141.4,37.0
2004-12-21T15:34:28.130Z,5.6,42.955,145.414,37.4
2004-12-29T13:20:29.280Z,5.7,28.919,130.444,38.0
2004-12-29T13:58:50.260Z,5.7,38.455,142.018,44.5
2004-12-29T18:31:08.240Z,5.4,28.967,130.59,45.6
2004-12-30T13:29:45.170Z,5.0,38.921,141.493,70.8
2004-12-31T20:13:49.460Z,5.1,36.857,140.835,89.6
2005-01-06T13:00:40.220Z,5.4,41.456,142.065,65.5
2005-01-12T18:41:48.950Z,5.1,34.089,141.561,20.1
2005-01-18T14:09:06.220Z,6.3,42.946,144.866,42.0
2005-01-19T06:11:36.400Z,6.6,34.064,141.491,27.8
2005-01-19T06:17:07.330Z,5.3,34.174,141.542,10.0
2005-01-19T13:51:53.340Z,5.0,33.826,141.531,16.2
2005-01-20T14:16:26.820Z,5.4,33.859,141.509,51.3
2005-01-21T12:45:31.520Z,5.7,34.021,141.553,10.0
2005-01-21T14:28:22.510Z,5.2,24.696,122.46,103.6
2005-01-21T17:58:56.410Z,5.8,34.003,141.367,10.0
2005-01-21T18:10:35.180Z,5.0,33.892,141.52,10.0
2005-01-27T03:56:42.850Z,5.2,27.219,140.44,174.6
2005-01-27T12:54:01.650Z,5.0,25.52,126.193,60.3
2005-01-31T09:39:47.570Z,5.4,41.834,143.643,21.9
2005-02-04T18:34:13.670Z,5.0,33.159,142.051,20.8
2005-02-09T18:46:09.970Z,6.3,26.088,143.997,24.0
2005-02-13T03:29:23.670Z,5.0,26.79,140.311,462.9
2005-02-15T19:46:35.880Z,5.5,35.982,139.686,46.2
2005-02-22T11:20:25.280Z,5.6,33.182,137.154,369.5
2005-02-26T12:37:40.690Z,5.7,40.731,142.376,68.0
2005-03-11T18:47:36.690Z,5.5,43.085,144.674,54.1
2005-03-16T13:23:32.570Z,5.4,43.466,146.894,39.3
2005-03-20T01:53:41.830Z,6.6,33.807,130.131,10.0
2005-04-03T17:57:11.730Z,5.1,37.387,141.645,37.6
2005-04-10T22:22:15.710Z,5.9,35.604,140.401,43.0
2005-04-13T09:50:21.620Z,5.0,31.202,142.357,24.8
2005-04-14T09:56:08.480Z,5.0,43.296,135.398,366.8
2005-04-19T01:46:56.950Z,5.9,29.642,138.891,425.8
2005-04-19T21:11:28.420Z,5.5,33.637,130.179,18.7
2005-05-03T11:04:53.150Z,5.0,41.481,138.93,208.4
2005-05-10T23:50:38.940Z,5.0,43.781,143.205,160.6
2005-05-19T01:14:28.900Z,5.3,35.432,140.827,47.5
2005-05-21T16:29:22.660Z,5.1,30.71,138.464,395.5
2005-05-27T08:07:18.650Z,5.1,38.575,140.364,109.6
2005-05-28T20:55:12.010Z,5.2,34.395,137.551,296.4
2005-05-30T11:18:10.950Z,5.1,31.915,140.795,61.8
2005-05-31T02:04:15.240Z,5.7,31.4,131.202,34.2
2005-06-01T16:20:04.890Z,5.4,24.716,122.064,60.7
2005-06-14T11:07:59.020Z,5.1,29.31,130.423,32.7
2005-06-15T07:14:45.310Z,5.2,25.836,141.235,123.0
2005-06-19T16:15:15.230Z,5.7,35.612,140.479,48.2
2005-06-20T07:16:16.770Z,5.3,26.081,128.448,28.2
2005-07-01T09:36:16.380Z,5.5,31.922,139.057,206.4
2005-07-02T00:31:51.090Z,5.3,39.505,143.128,41.7
2005-07-05T20:10:41.740Z,5.1,39.67,143.104,26.3
2005-07-09T23:37:11.140Z,5.8,33.422,140.825,55.2
2005-07-20T13:06:02.860Z,5.2,24.724,122.343,12.0
2005-07-23T07:34:56.770Z,5.9,35.498,139.982,61.0
2005-07-26T05:14:43.130Z,5.0,33.262,142.288,37.2
2005-07-26T06:20:26.880Z,5.0,33.312,142.336,38.5
2005-07-26T06:24:04.510Z,5.0,33.283,142.324,37.4
2005-07-26T19:33:44.670Z,5.0,33.342,142.222,40.7
2005-07-27T02:39:22.570Z,5.3,33.256,142.316,33.5
2005-07-27T11:11:48.590Z,5.0,33.19,142.358,37.2
2005-07-27T15:51:38.410Z,5.1,33.254,142.428,33.9
2005-07-29T12:51:06.600Z,5.2,33.247,142.429,35.8
2005-07-29T20:25:00.100Z,5.4,33.316,142.363,11.0
2005-08-02T07:42:47.750Z,5.0,28.176,142.866,32.0
2005-08-07T15:06:45.450Z,5.5,36.326,141.367,39.2
2005-08-09T16:26:23.500Z,5.0,33.428,142.432,38.1
2005-08-16T02:46:28.400Z,7.2,38.276,142.039,36.0
2005-08-16T19:15:34.230Z,5.1,31.933,140.758,61.8
2005-08-24T10:14:47.550Z,5.9,38.48,143.154,10.0
2005-08-24T10:15:28.190Z,6.1,38.564,142.987,10.0
2005-08-25T22:29:03.230Z,5.1,37.736,143.072,38.2
2005-08-30T18:10:45.460Z,6.1,38.481,143.175,21.1
2005-08-30T18:13:59.960Z,5.2,38.495,143.2,23.0
2005-09-02T16:24:44.470Z,5.0,41.514,141.91,70.1
2005-09-05T17:51:50.210Z,5.2,25.799,124.814,132.9
2005-09-06T01:16:02.350Z,5.8,24.084,122.191,32.0
2005-09-20T04:22:42.860Z,5.1,26.97,125.621,192.0
2005-09-21T02:25:08.110Z,6.1,43.892,146.145,103.0
2005-09-24T14:48:48.320Z,5.2,34.297,140.82,66.5
2005-10-08T06:44:09.680Z,5.0,26.493,129.538,26.1
2005-10-12T04:30:15.490Z,5.0,37.912,141.923,46.5
2005-10-15T15:51:08.130Z,6.4,25.309,123.351,192.0
2005-10-16T07:05:41.610Z,5.0,36.014,139.773,40.3
2005-10-17T16:13:46.290Z,5.3,40.638,139.059,35.0
2005-10-17T16:15:20.070Z,5.1,40.625,138.911,44.8
2005-10-17T18:48:26.920Z,5.0,37.905,141.998,41.5
2005-10-19T11:44:42.790Z,6.3,36.405,140.839,32.0
2005-10-22T13:12:47.820Z,5.5,37.148,140.931,53.2
2005-10-23T10:08:14.740Z,5.9,37.377,134.556,380.7
2005-10-24T09:34:55.940Z,5.0,38.5,141.983,59.7
2005-10-27T08:41:46.770Z,5.2,30.873,138.468,382.2
2005-11-07T10:35:51.900Z,5.0,40.126,142.763,38.6
2005-11-14T21:38:51.420Z,7.0,38.107,144.896,11.0
2005-11-15T20:20:45.790Z,5.7,33.336,141.351,15.9
2005-11-17T21:59:29.930Z,5.7,33.319,141.388,10.0
2005-11-21T15:36:30.980Z,6.1,31.019,129.997,145.0
2005-12-02T10:19:37.340Z,5.0,25.052,141.617,521.8
2005-12-02T13:13:09.520Z,6.5,38.089,142.122,29.0
2005-12-03T16:10:39.550Z,5.9,29.338,130.29,26.0
2005-12-03T16:24:53.590Z,5.3,29.222,130.499,29.6
2005-12-03T16:48:56.160Z,5.2,29.361,130.396,30.6
2005-12-04T10:23:19.740Z,5.0,29.375,130.372,27.3
2005-12-04T18:03:17.640Z,5.0,40.143,142.639,45.7
2005-12-04T22:20:27.460Z,5.2,37.884,142.443,35.2
2005-12-12T21:01:40.630Z,5.4,43.206,139.329,26.4
2005-12-16T18:32:16.420Z,6.0,38.506,141.9,42.9
2005-12-19T13:33:23.410Z,5.0,26.851,140.677,140.1
2005-12-20T05:34:41.710Z,5.0,34.529,136.629,354.4
2005-12-20T22:58:03.740Z,5.0,37.92,143.311,28.0
2005-12-26T13:48:01.750Z,5.7,26.822,140.646,7.4
2005-12-29T08:30:34.480Z,5.3,27.367,139.853,472.3
2006-01-01T07:11:57.010Z,5.6,31.394,140.131,10.0
2006-01-18T14:25:27.590Z,5.7,37.774,142.131,25.8
2006-01-24T00:36:49.270Z,5.3,25.83,142.633,33.2
2006-01-31T19:23:59.020Z,5.3,38.321,142.342,41.8
2006-01-31T20:02:12.920Z,5.0,30.005,139.911,69.7
2006-02-01T11:35:53.710Z,5.1,35.641,139.812,103.5
2006-02-03T04:37:36.360Z,5.7,36.156,141.449,28.0
2006-02-03T04:39:27.470Z,5.1,36.582,141.462,31.5
2006-02-03T06:10:06.050Z,5.3,36.175,141.517,36.8
2006-02-17T02:13:29.880Z,5.6,24.021,141.489,160.5
2006-02-21T04:44:08.740Z,5.2,36.054,142.319,31.9
2006-03-04T18:38:14.750Z,5.2,33.689,137.371,338.0
2006-03-08T06:35:48.710Z,5.0,44.138,148.378,37.2
2006-03-11T22:06:39.070Z,5.0,40.079,142.364,3.3
2006-03-13T04:06:09.350Z,5.1,36.057,141.766,59.0
2006-03-13T04:15:33.930Z,5.0,36.041,141.528,33.9
2006-03-27T02:50:26.370Z,5.5,32.602,132.157,34.8
2006-03-28T13:32:47.620Z,5.9,31.713,137.746,401.0
2006-03-29T02:20:31.130Z,5.0,30.055,142.619,18.3
2006-04-09T18:28:13.530Z,5.0,29.404,128.727,48.4
2006-04-10T11:25:59.630Z,5.1,43.691,144.755,120.0
2006-04-13T04:27:22.620Z,5.3,41.85,142.707,37.2
2006-04-16T11:48:56.990Z,5.7,30.242,138.565,431.6
2006-04-20T17:50:40.450Z,5.6,34.858,139.207,22.6
2006-04-28T04:19:44.790Z,5.3,28.33,127.611,10.0
2006-05-11T16:09:45.140Z,5.0,42.97,145.736,50.1
2006-05-22T15:16:20.530Z,5.3,30.011,131.011,39.0
2006-05-26T10:25:59.980Z,5.2,30.398,138.35,438.3
2006-06-11T20:01:26.350Z,6.3,33.134,131.145,140.0
2006-06-16T14:47:09.050Z,5.0,30.7,141.557,34.0
2006-06-16T17:10:40.300Z,5.5,40.349,143.712,30.0
2006-06-16T20:19:21.390Z,5.5,40.329,143.612,28.8
2006-06-22T10:53:11.570Z,6.0,45.417,149.343,95.0
2006-06-30T23:28:13.230Z,5.2,38.47,142.156,40.0
2006-07-05T17:08:41.050Z,5.3,40.171,142.318,46.4
2006-07-28T07:40:11.840Z,5.9,24.183,122.526,33.0
2006-08-06T18:16:39.720Z,5.9,26.119,144.011,20.0
2006-08-12T18:39:17.240Z,5.5,28.789,130.016,22.0
2006-08-20T01:58:19.510Z,5.1,39.667,143.542,36.4
2006-08-21T22:20:49.480Z,5.5,33.631,135.825,411.2
2006-08-27T17:11:17.470Z,5.4,24.953,122.936,146.0
2006-08-31T09:41:39.600Z,5.1,45.322,149.943,44.0
2006-08-31T22:58:25.800Z,5.5,28.798,130.03,33.2
2006-09-06T18:06:33.630Z,5.1,35.48,140.837,49.7
2006-09-16T02:22:50.620Z,5.9,41.364,135.697,367.2
2006-09-25T22:03:47.910Z,5.3,33.46,131.514,72.7
2006-10-01T17:07:24.990Z,5.1,38.508,142.721,67.9
2006-10-10T23:58:04.000Z,6.0,37.197,142.664,9.0
2006-10-12T14:46:29.920Z,5.7,24.148,122.627,35.0
2006-10-17T04:30:46.010Z,5.3,45.389,149.968,10.0
2006-10-23T21:17:19.980Z,6.4,29.351,140.27,11.0
2006-10-29T08:31:44.600Z,5.6,29.366,140.197,10.0
2006-11-16T20:49:25.730Z,5.1,27.915,139.837,519.5
2006-11-16T23:17:35.720Z,5.1,30.22,138.496,439.8
2006-11-17T12:31:36.720Z,5.4,33.205,137.352,366.3
2006-11-17T18:03:12.260Z,6.2,28.591,129.895,22.0
2006-11-22T11:15:09.620Z,5.6,44.154,146.784,79.9
2006-11-27T19:26:06.310Z,5.3,37.776,133.497,441.4
2006-12-06T14:04:50.390Z,5.1,42.195,144.725,34.8
2006-12-10T15:28:09.330Z,5.7,29.761,130.516,35.0
2006-12-23T17:28:30.140Z,5.1,24.768,122.261,28.4
2006-12-30T22:34:36.130Z,5.0,43.371,146.277,10.0
2007-01-02T03:13:11.780Z,5.2,27.115,140.124,354.1
2007-01-11T20:34:47.350Z,5.4,43.472,147.079,10.0
2007-01-15T18:17:59.250Z,5.9,34.892,138.64,170.1
2007-01-16T03:10:37.110Z,5.2,24.005,122.488,35.0
2007-01-16T12:52:36.960Z,5.0,41.182,142.714,29.9
2007-02-17T00:02:56.760Z,6.0,41.794,143.553,31.0
2007-02-17T00:22:27.490Z,5.3,41.771,143.602,35.0
2007-03-07T22:57:19.880Z,5.1,24.061,122.375,42.4
2007-03-08T05:03:32.260Z,6.1,29.908,140.204,139.6
2007-03-09T03:22:42.760Z,6.0,43.224,133.526,441.2
2007-03-11T07:09:26.710Z,5.8,43.988,147.891,52.0
2007-03-18T01:25:24.110Z,5.5,42.159,144.004,35.0
2007-03-25T00:41:57.820Z,6.7,37.336,136.588,8.0
2007-03-25T09:11:45.210Z,5.2,37.264,136.69,14.2
2007-03-25T22:16:38.510Z,5.1,37.097,136.453,10.0
2007-03-28T00:39:19.820Z,5.0,44.914,146.135,202.8
2007-03-29T05:52:56.220Z,5.2,30.893,141.775,39.5
2007-03-30T09:05:05.690Z,5.5,44.138,146.01,100.2
2007-04-01T02:51:05.300Z,5.7,32.349,137.607,378.5
2007-04-02T06:58:51.470Z,5.1,44.305,149.167,48.3
2007-04-02T12:19:22.290Z,5.3,44.202,149.172,46.9
2007-04-04T18:53:41.490Z,5.0,30.907,141.653,32.2
2007-04-04T21:40:18.770Z,5.7,30.926,141.673,9.0
2007-04-04T22:44:57.510Z,5.2,44.421,148.768,35.0
2007-04-04T23:04:04.800Z,5.1,44.175,149.124,35.0
2007-04-07T01:21:41.950Z,5.2,30.849,141.847,35.0
2007-04-13T18:11:06.270Z,5.4,33.593,140.81,59.6
2007-04-14T15:50:13.320Z,5.0,35.595,142.011,47.3
2007-04-15T03:19:30.390Z,5.1,34.807,136.239,15.7
2007-04-16T00:55:04.830Z,5.1,27.457,141.513,52.1
2007-04-16T09:04:54.810Z,5.0,27.453,129.255,30.4
2007-04-18T15:07:31.600Z,5.5,42.658,141.861,119.7
2007-04-20T00:26:40.600Z,6.1,25.722,125.093,10.0
2007-04-20T00:30:59.960Z,5.7,25.73,125.148,10.0
2007-04-20T01:45:56.110Z,6.3,25.71,125.108,9.0
2007-04-20T02:23:34.040Z,6.0,25.623,125.043,11.1
2007-04-20T03:00:58.090Z,5.3,25.701,125.306,10.0
2007-04-20T03:28:54.720Z,5.3,25.658,125.319,10.0
2007-04-20T05:23:11.280Z,5.5,25.683,125.244,10.0
2007-04-20T19:37:58.230Z,5.7,27.471,128.379,42.4
2007-04-22T10:28:51.650Z,5.1,25.636,125.101,10.0
2007-04-26T00:02:58.500Z,5.1,33.901,133.453,49.7
2007-04-26T16:37:57.690Z,5.3,42.44,143.558,56.1
2007-04-30T16:55:39.630Z,5.0,32.146,137.393,415.3
2007-05-07T00:29:06.410Z,5.2,30.007,130.177,51.8
