DATE,UNRATE,USREC,UMCSENT,CPILFESL,INDPRO,M0892AUSM156SNBR
2013-09-01,7.2,0,77.5,234.7,100.161,
2013-10-01,7.2,0,73.2,234.921,100.082,
2013-11-01,6.9,0,75.1,235.359,100.3158,
2013-12-01,6.7,0,82.5,235.759,100.5175,
2014-01-01,6.6,0,81.2,235.961,100.1599,
2014-02-01,6.7,0,81.6,236.185,100.9168,
2014-03-01,6.7,0,80.0,236.625,101.8942,
2014-04-01,6.2,0,84.1,237.072,101.9928,
2014-05-01,6.3,0,81.9,237.529,102.3836,
2014-06-01,6.1,0,82.5,237.837,102.735,
2014-07-01,6.2,0,81.8,238.195,102.9632,
2014-08-01,6.1,0,82.5,238.405,102.7688,
2014-09-01,5.9,0,84.6,238.786,103.0641,
2014-10-01,5.7,0,86.9,239.191,103.0764,
2014-11-01,5.8,0,88.8,239.458,103.7126,
2014-12-01,5.6,0,93.6,239.584,103.7044,
2015-01-01,5.7,0,98.1,239.811,102.8905,
2015-02-01,5.5,0,95.4,240.172,102.2335,
2015-03-01,5.4,0,93.0,240.755,101.8914,
2015-04-01,5.4,0,95.9,241.346,101.3355,
2015-05-01,5.6,0,90.7,241.688,100.8883,
2015-06-01,5.3,0,96.1,242.064,100.571,
2015-07-01,5.2,0,93.1,242.565,101.2228,
2015-08-01,5.1,0,91.9,242.817,101.0367,
2015-09-01,5.0,0,87.2,243.316,100.7547,
2015-10-01,5.0,0,90.0,243.768,100.2675,
2015-11-01,5.1,0,91.3,244.241,99.5298,
2015-12-01,5.0,0,92.6,244.547,99.0417,
2016-01-01,4.8,0,92.0,244.955,99.5607,
2016-02-01,4.9,0,91.7,245.51,99.0445,
2016-03-01,5.0,0,91.0,245.913,98.3096,
2016-04-01,5.1,0,89.0,246.551,98.6421,
2016-05-01,4.8,0,94.7,247.137,98.4184,
2016-06-01,4.9,0,93.5,247.54,98.8833,
2016-07-01,4.8,0,90.0,247.829,98.9992,
2016-08-01,4.9,0,89.8,248.423,98.85,
2016-09-01,5.0,0,91.2,248.842,98.7457,
2016-10-01,4.9,0,87.2,249.142,98.7611,
2016-11-01,4.7,0,93.8,249.481,98.3491,
2016-12-01,4.7,0,98.2,249.92,99.0214,
2017-01-01,4.7,0,98.5,250.467,98.7611,
2017-02-01,4.6,0,96.3,250.998,98.3646,
2017-03-01,4.4,0,96.9,250.944,99.0137,
2017-04-01,4.4,0,97.0,251.227,100.0224,
2017-05-01,4.4,0,97.1,251.43,100.1408,
2017-06-01,4.3,0,95.0,251.746,100.3471,
2017-07-01,4.3,0,93.4,251.985,100.1068,
2017-08-01,4.4,0,96.8,252.535,99.6925,
2017-09-01,4.3,0,95.1,252.812,99.7954,
2017-10-01,4.2,0,100.7,253.526,101.0247,
2017-11-01,4.2,0,98.5,253.816,101.2664,
2017-12-01,4.1,0,95.9,254.344,101.4644,
2018-01-01,4.0,0,95.7,255.204,101.4625,
2018-02-01,4.1,0,99.7,255.711,101.7085,
2018-03-01,4.0,0,101.4,256.271,102.2067,
2018-04-01,4.0,0,98.8,256.63,103.3329,
2018-05-01,3.8,0,98.0,257.145,102.4024,
2018-06-01,4.0,0,98.2,257.399,103.198,
2018-07-01,3.8,0,97.9,257.699,103.3646,
2018-08-01,3.8,0,96.2,257.891,104.0327,
2018-09-01,3.7,0,100.1,258.368,104.1004,
2018-10-01,3.8,0,98.6,258.917,103.9856,
2018-11-01,3.8,0,97.5,259.439,104.0681,
2018-12-01,3.9,0,98.3,260.063,104.0936,
2019-01-01,4.0,0,91.2,260.766,103.4021,
2019-02-01,3.8,0,93.8,261.186,102.8371,
2019-03-01,3.8,0,98.4,261.567,102.8757,
2019-04-01,3.7,0,97.2,261.997,102.274,
2019-05-01,3.6,0,100.0,262.217,102.392,
2019-06-01,3.6,0,98.2,262.739,102.4375,
2019-07-01,3.7,0,98.4,263.28,101.9408,
2019-08-01,3.6,0,89.8,263.877,102.639,
2019-09-01,3.5,0,93.2,264.388,102.2917,
2019-10-01,3.6,0,95.5,264.97,101.4281,
2019-11-01,3.6,0,96.8,265.548,101.9372,
2019-12-01,3.6,0,99.3,266.02,101.7003,
2020-01-01,3.6,0,99.8,266.716,101.0338,
2020-02-01,3.5,0,101.0,267.37,101.3735,
2020-03-01,4.4,1,89.1,267.054,97.4078,
2020-04-01,14.8,1,71.8,265.746,84.5619,
2020-05-01,13.2,0,72.3,265.412,85.9604,
2020-06-01,11.0,0,78.1,265.849,91.5934,
2020-07-01,10.2,0,72.5,267.389,95.0256,
2020-08-01,8.4,0,74.1,268.422,95.9549,
2020-09-01,7.8,0,80.4,268.933,95.9669,
2020-10-01,6.9,0,81.8,269.306,96.7394,
2020-11-01,6.7,0,76.9,269.981,97.0816,
2020-12-01,6.7,0,80.7,270.341,98.363,
2021-01-01,6.4,0,79.0,270.387,98.8822,
2021-02-01,6.2,0,76.8,270.793,95.6149,
2021-03-01,6.1,0,84.9,271.459,98.3856,
2021-04-01,6.1,0,88.3,273.66,98.5587,
2021-05-01,5.8,0,82.9,275.465,99.4333,
2021-06-01,5.9,0,85.5,277.651,99.7987,
2021-07-01,5.4,0,81.2,278.648,100.2519,
2021-08-01,5.1,0,70.3,278.997,100.0437,
2021-09-01,4.7,0,72.8,279.698,98.8579,
2021-10-01,4.5,0,71.7,281.668,100.1861,
2021-11-01,4.1,0,67.4,283.406,100.8654,
2021-12-01,3.9,0,70.6,285.18,100.5726,
2022-01-01,4.0,0,67.2,286.757,100.1856,
2022-02-01,3.9,0,62.8,288.273,100.8064,
2022-03-01,3.7,0,59.4,289.056,101.3907,
2022-04-01,3.7,0,65.2,290.514,101.44,
2022-05-01,3.6,0,58.4,292.063,101.3335,
2022-06-01,3.6,0,50.0,294.05,101.018,
2022-07-01,3.5,0,51.5,295.088,101.223,
2022-08-01,3.6,0,58.2,296.535,101.0963,
2022-09-01,3.5,0,58.6,298.226,101.2918,
2022-10-01,3.6,0,59.9,299.399,101.2529,
2022-11-01,3.6,0,56.7,300.325,100.9552,
2022-12-01,3.5,0,59.8,301.394,99.7664,
2023-01-01,3.5,0,64.9,302.642,100.505,
2023-02-01,3.6,0,66.9,304.123,100.6416,
2023-03-01,3.5,0,62.0,305.147,101.0205,
2023-04-01,3.4,0,63.7,306.534,101.253,
2023-05-01,3.6,0,59.0,307.652,100.9286,
2023-06-01,3.6,0,64.2,308.322,100.1196,
2023-07-01,3.5,0,71.5,308.96,100.9067,
2023-08-01,3.7,0,69.4,309.58,100.8393,
2023-09-01,3.7,0,67.8,310.539,101.0211,
2023-10-01,3.9,0,63.8,311.457,100.4689,
2023-11-01,3.7,0,61.3,312.392,100.8639,
2023-12-01,3.8,0,69.7,313.195,100.6031,
2024-01-01,3.7,0,79.0,314.319,99.2223,
2024-02-01,3.9,0,76.9,315.564,100.285,
2024-03-01,3.9,0,79.4,316.792,100.4575,
2024-04-01,3.9,0,77.2,317.649,100.2434,
2024-05-01,3.9,0,69.1,318.095,100.863,
2024-06-01,4.1,0,68.2,318.39,100.894,
2024-07-01,4.2,0,66.4,318.94,99.9757,
2024-08-01,4.2,0,67.9,319.75,100.4309,
2024-09-01,4.1,0,70.1,320.732,99.8084,
2024-10-01,4.1,0,70.5,321.731,99.4695,
2024-11-01,4.2,0,71.8,322.657,99.2925,
2024-12-01,4.1,0,74.0,323.259,100.3273,
2025-01-01,4.0,0,71.7,324.638,100.0647,
2025-02-01,4.2,0,64.7,325.465,101.0993,
2025-03-01,4.2,0,57.0,325.69,101.0404,
2025-04-01,4.2,0,52.2,326.467,101.1279,
2025-05-01,4.3,0,52.2,326.893,100.9655,
2025-06-01,4.1,0,60.7,327.658,101.4785,
2025-07-01,4.3,0,61.7,328.682,101.894,
2025-08-01,4.3,0,58.2,329.7,101.6247,
2025-09-01,4.4,0,55.1,330.418,101.668,
2025-10-01,,0,53.6,,101.2195,
2025-11-01,4.5,0,51.0,331.043,101.0344,
2025-12-01,4.4,0,52.9,331.814,101.4941,
2026-01-01,4.3,0,56.4,332.793,101.0388,
2026-02-01,4.4,0,56.6,333.512,101.9053,
2026-03-01,4.3,0,53.3,334.165,101.7543,
2026-04-01,4.3,0,49.8,335.423,102.5198,
2026-05-01,4.3,0,44.8,336.121,102.5099,
2026-06-01,4.2,0,49.5,336.065,102.7868,
2026-07-01,4.1,0,55.2,336.789,102.9939,
